Datum;Aanhef;Voornaam;Achternaam;Leeftijd;E-mailadres;Facebook;Google;Zorgkaart;Independer;"Vergelijk Mondzorg";"Aangepaste doorverwijzing";Kliniekoverzicht;Telefoonboek;"Uitgenodigd op";"Beoordeeld op"
04-10-2016;;George;Peterson;87;George_Peterson@gmail.com;0;0;0;1;1;0;1;1;"16-04-2016 23:23";"16-04-2016 23:23"
04-10-2016;Mr.;Jim;Eastwood;54;Jim_Eastwood@gmail.com;1;0;0;0;1;1;1;1;"16-04-2016 21:23";"16-04-2016 21:23"
04-10-2016;;William;Walker;60;William_Walker@gmail.com;0;1;1;0;1;1;0;1;"16-04-2016 17:23";"16-04-2016 17:23"
04-10-2016;;Tom;Clinton;60;Tom_Clinton@gmail.com;1;0;1;1;0;0;1;1;"16-04-2016 17:23";"16-04-2016 17:23"
04-10-2016;;Sam;Gordon;16;Sam_Gordon@gmail.com;1;0;1;0;0;0;1;0;"16-04-2016 14:23";"16-04-2016 14:23"
04-10-2016;Dr.;Jack;Walker;60;Jack_Walker@gmail.com;1;0;0;1;1;0;1;0;"16-04-2016 13:31";"16-04-2016 13:31"
04-10-2016;Dr.;Roger;Doe;18;Roger_Doe@gmail.com;1;1;1;1;0;1;0;0;"16-04-2016 11:31";"16-04-2016 11:31"
04-10-2016;Mr.;Tom;Dent;60;Tom_Dent@gmail.com;0;1;0;1;1;0;0;1;"16-04-2016 10:31";"16-04-2016 10:31"
04-10-2016;;Roger;Burns;87;Roger_Burns@gmail.com;0;0;1;1;0;0;1;1;"16-04-2016 09:31";"16-04-2016 09:31"
04-10-2016;;William;Peterson;35;William_Peterson@gmail.com;0;0;0;0;0;1;0;0;"16-04-2016 08:31";"16-04-2016 08:31"
04-10-2016;;George;Burns;18;George_Burns@gmail.com;1;0;1;0;0;1;1;0;"16-04-2016 08:31";"16-04-2016 08:31"
04-10-2016;;George;Doe;16;George_Doe@gmail.com;1;0;1;1;1;0;0;0;"16-04-2016 08:31";"16-04-2016 08:31"
04-10-2016;;George;Burns;0;George_Burns@gmail.com;1;0;1;1;0;0;1;1;"16-04-2016 05:43";"16-04-2016 05:43"
04-10-2016;;Tom;Eastwood;25;Tom_Eastwood@gmail.com;0;1;0;0;1;0;0;1;"16-04-2016 03:31";"16-04-2016 03:31"
04-10-2016;;Tom;Jackson;18;Tom_Jackson@gmail.com;0;1;1;0;1;1;1;0;"16-04-2016 02:43";"16-04-2016 02:43"
04-10-2016;;George;Burns;18;George_Burns@gmail.com;0;1;0;0;1;0;1;0;"16-04-2016 01:43";"16-04-2016 01:43"
04-10-2016;Mr.;William;Gordon;5;William_Gordon@gmail.com;0;0;0;0;0;0;0;0;"15-04-2016 21:43";"15-04-2016 21:43"
04-10-2016;Mr.;Roger;Dent;25;Roger_Dent@gmail.com;1;0;0;0;0;1;0;1;"15-04-2016 16:05";"15-04-2016 16:05"
04-10-2016;Dr.;Sam;Gordon;16;Sam_Gordon@gmail.com;1;1;1;1;0;0;1;1;"15-04-2016 15:05";"15-04-2016 15:05"
04-10-2016;Mr.;John;Clinton;87;John_Clinton@gmail.com;1;0;1;0;0;0;0;1;"15-04-2016 14:35";"15-04-2016 14:35"
04-10-2016;Dr.;Roger;Clinton;18;Roger_Clinton@gmail.com;0;1;1;0;0;1;0;1;"15-04-2016 12:52";"15-04-2016 12:52"
04-10-2016;Dr.;Roger;Clinton;0;Roger_Clinton@gmail.com;0;0;0;0;0;0;1;0;"15-04-2016 12:05";"15-04-2016 12:05"
04-10-2016;Dr.;William;Gordon;87;William_Gordon@gmail.com;1;0;0;0;0;0;0;0;"15-04-2016 11:05";"15-04-2016 11:05"
04-10-2016;;Jack;Doe;25;Jack_Doe@gmail.com;0;0;0;1;1;1;1;0;"15-04-2016 11:05";"15-04-2016 11:05"
04-10-2016;Mr.;Bill;Walker;25;Bill_Walker@gmail.com;1;0;0;0;1;1;1;0;"15-04-2016 10:52";"15-04-2016 10:52"
04-10-2016;;John;Peterson;5;John_Peterson@gmail.com;0;0;0;0;1;0;0;0;"15-04-2016 10:35";"15-04-2016 10:35"
04-10-2016;;William;Walker;5;William_Walker@gmail.com;1;0;1;1;1;0;0;0;"15-04-2016 10:05";"15-04-2016 10:05"
04-10-2016;Dr.;Tom;Dent;0;Tom_Dent@gmail.com;1;0;0;0;1;1;0;1;"15-04-2016 08:18";"15-04-2016 08:18"
04-10-2016;Mr.;George;Smith;18;George_Smith@gmail.com;0;0;0;0;1;0;1;0;"15-04-2016 07:52";"15-04-2016 07:52"
04-10-2016;Mr.;Roger;Eastwood;16;Roger_Eastwood@gmail.com;0;0;0;0;0;0;0;0;"15-04-2016 07:05";"15-04-2016 07:05"
04-10-2016;Dr.;Bill;Gordon;0;Bill_Gordon@gmail.com;0;1;0;0;0;0;0;0;"15-04-2016 06:35";"15-04-2016 06:35"
04-10-2016;;Jack;Dent;35;Jack_Dent@gmail.com;0;0;0;0;0;0;1;0;"15-04-2016 05:09";"15-04-2016 05:09"
04-10-2016;Mr.;Roger;Clinton;25;Roger_Clinton@gmail.com;0;0;0;0;0;0;0;0;"15-04-2016 04:35";"15-04-2016 04:35"
04-10-2016;Dr.;John;Peterson;87;John_Peterson@gmail.com;1;0;0;1;1;0;0;0;"15-04-2016 04:18";"15-04-2016 04:18"
04-10-2016;;Andrew;Jackson;0;Andrew_Jackson@gmail.com;0;0;1;1;0;0;0;1;"15-04-2016 00:21";"15-04-2016 00:21"
04-10-2016;Dr.;Roger;Walker;54;Roger_Walker@gmail.com;0;1;0;1;0;0;0;1;"15-04-2016 00:18";"15-04-2016 00:18"
04-10-2016;;Bill;Smith;87;Bill_Smith@gmail.com;0;0;0;0;0;0;0;0;"14-04-2016 22:21";"14-04-2016 22:21"
04-10-2016;Dr.;Roger;Eastwood;0;Roger_Eastwood@gmail.com;1;0;0;0;0;0;0;1;"14-04-2016 22:21";"14-04-2016 22:21"
04-10-2016;Mr.;Bill;Dent;87;Bill_Dent@gmail.com;0;0;1;1;0;1;1;1;"14-04-2016 21:21";"14-04-2016 21:21"
04-10-2016;;George;Doe;54;George_Doe@gmail.com;1;0;0;0;0;0;1;0;"14-04-2016 21:21";"14-04-2016 21:21"
04-10-2016;Mr.;Roger;Peterson;25;Roger_Peterson@gmail.com;0;1;1;1;0;1;0;1;"14-04-2016 20:09";"14-04-2016 20:09"
04-10-2016;Dr.;Bill;Clinton;87;Bill_Clinton@gmail.com;1;0;0;0;1;1;1;1;"14-04-2016 19:21";"14-04-2016 19:21"
04-10-2016;;Andrew;Peterson;16;Andrew_Peterson@gmail.com;0;0;1;1;1;0;1;0;"14-04-2016 16:21";"14-04-2016 16:21"
04-10-2016;Mr.;Sam;Eastwood;25;Sam_Eastwood@gmail.com;0;1;0;0;1;0;0;1;"14-04-2016 16:21";"14-04-2016 16:21"
04-10-2016;Dr.;Bill;Burns;54;Bill_Burns@gmail.com;0;1;0;1;0;0;1;1;"14-04-2016 08:27";"14-04-2016 08:27"
04-10-2016;Dr.;Jim;Peterson;16;Jim_Peterson@gmail.com;1;1;0;0;1;1;1;1;"14-04-2016 03:12";"14-04-2016 03:12"
04-10-2016;;Bill;Dent;54;Bill_Dent@gmail.com;1;0;0;0;0;0;0;1;"14-04-2016 00:12";"14-04-2016 00:12"
04-10-2016;;Tom;Jackson;54;Tom_Jackson@gmail.com;0;0;0;0;0;1;0;0;"13-04-2016 02:53";"13-04-2016 02:53"
04-10-2016;Mr.;William;Clinton;5;William_Clinton@gmail.com;0;0;1;0;0;0;1;0;"13-04-2016 02:53";"13-04-2016 02:53"
04-10-2016;Mr.;Jack;Clinton;18;Jack_Clinton@gmail.com;0;1;1;1;1;0;0;0;"12-04-2016 23:53";"12-04-2016 23:53"
04-10-2016;Dr.;Roger;Gordon;21;Roger_Gordon@gmail.com;0;0;1;0;0;1;0;0;"12-04-2016 23:53";"12-04-2016 23:53"
04-10-2016;Dr.;Jim;Jackson;18;Jim_Jackson@gmail.com;0;0;0;0;1;0;0;1;"12-04-2016 23:53";"12-04-2016 23:53"
04-10-2016;Dr.;Jim;Eastwood;87;Jim_Eastwood@gmail.com;0;0;1;0;0;0;1;0;"12-04-2016 16:58";"12-04-2016 16:58"
04-10-2016;;John;Jackson;16;John_Jackson@gmail.com;0;0;0;0;0;0;1;0;"12-04-2016 13:58";"12-04-2016 13:58"
04-10-2016;;William;Doe;5;William_Doe@gmail.com;1;0;0;1;0;0;1;1;"12-04-2016 12:58";"12-04-2016 12:58"
04-10-2016;;Jim;Burns;18;Jim_Burns@gmail.com;1;1;0;0;0;0;0;0;"12-04-2016 11:58";"12-04-2016 11:58"
04-10-2016;Dr.;Andrew;Doe;0;Andrew_Doe@gmail.com;0;1;0;1;0;0;0;0;"12-04-2016 05:59";"12-04-2016 05:59"
04-10-2016;Dr.;John;Gordon;21;John_Gordon@gmail.com;0;0;0;1;0;0;1;1;"12-04-2016 05:58";"12-04-2016 05:58"
04-10-2016;;Sam;Jackson;87;Sam_Jackson@gmail.com;0;1;0;1;0;0;0;1;"12-04-2016 03:28";"12-04-2016 03:28"
04-10-2016;Dr.;George;Walker;25;George_Walker@gmail.com;0;1;1;0;1;1;0;1;"12-04-2016 03:28";"12-04-2016 03:28"
04-10-2016;Dr.;Sam;Smith;5;Sam_Smith@gmail.com;0;0;0;0;0;1;0;0;"11-04-2016 22:59";"11-04-2016 22:59"
04-10-2016;;Roger;Walker;5;Roger_Walker@gmail.com;0;0;0;0;0;0;0;0;"11-04-2016 22:59";"11-04-2016 22:59"
04-10-2016;Dr.;John;Burns;35;John_Burns@gmail.com;0;0;0;0;0;0;0;0;"11-04-2016 21:59";"11-04-2016 21:59"
04-10-2016;Mr.;Tom;Jackson;0;Tom_Jackson@gmail.com;0;0;0;0;0;0;0;0;"11-04-2016 21:26";"11-04-2016 21:26"
04-10-2016;;Roger;Clinton;54;Roger_Clinton@gmail.com;0;1;1;0;0;0;1;1;"11-04-2016 20:40";"11-04-2016 20:40"
04-10-2016;Mr.;Bill;Burns;54;Bill_Burns@gmail.com;0;0;1;0;0;1;0;0;"11-04-2016 19:42";"11-04-2016 19:42"
04-10-2016;Dr.;John;Burns;87;John_Burns@gmail.com;0;0;1;0;0;0;0;0;"11-04-2016 19:40";"11-04-2016 19:40"
04-10-2016;;Jim;Dent;21;Jim_Dent@gmail.com;1;0;1;0;0;0;0;0;"11-04-2016 18:40";"11-04-2016 18:40"
04-10-2016;;Jack;Smith;0;Jack_Smith@gmail.com;0;1;1;0;0;0;0;1;"11-04-2016 17:42";"11-04-2016 17:42"
04-10-2016;;Bill;Clinton;21;Bill_Clinton@gmail.com;1;0;0;1;0;0;1;0;"11-04-2016 16:40";"11-04-2016 16:40"
04-10-2016;;Roger;Burns;21;Roger_Burns@gmail.com;0;0;0;0;0;1;1;0;"11-04-2016 16:40";"11-04-2016 16:40"
04-10-2016;;Sam;Gordon;21;Sam_Gordon@gmail.com;1;1;0;0;1;0;1;1;"11-04-2016 15:42";"11-04-2016 15:42"
04-10-2016;Mr.;George;Gordon;87;George_Gordon@gmail.com;1;1;1;1;1;0;1;0;"11-04-2016 15:40";"11-04-2016 15:40"
04-10-2016;Mr.;John;Dent;0;John_Dent@gmail.com;1;0;0;1;1;1;1;1;"11-04-2016 01:14";"11-04-2016 01:14"
04-10-2016;Dr.;Tom;Jackson;16;Tom_Jackson@gmail.com;0;1;1;1;1;0;1;0;"11-04-2016 01:14";"11-04-2016 01:14"
04-10-2016;;Jack;Peterson;60;Jack_Peterson@gmail.com;0;0;0;1;0;1;0;0;"11-04-2016 00:14";"11-04-2016 00:14"
04-10-2016;Mr.;Roger;Eastwood;5;Roger_Eastwood@gmail.com;1;1;1;0;0;1;1;0;"10-04-2016 23:54";"10-04-2016 23:54"
04-10-2016;;Jack;Clinton;21;Jack_Clinton@gmail.com;0;0;0;0;0;1;0;1;"10-04-2016 23:54";"10-04-2016 23:54"
04-10-2016;;Tom;Gordon;16;Tom_Gordon@gmail.com;0;0;0;0;1;0;1;0;"10-04-2016 22:54";"10-04-2016 22:54"
04-10-2016;;Bill;Jackson;21;Bill_Jackson@gmail.com;0;1;0;0;1;1;1;1;"10-04-2016 22:54";"10-04-2016 22:54"
04-10-2016;Dr.;Sam;Clinton;35;Sam_Clinton@gmail.com;1;0;0;1;1;0;0;0;"10-04-2016 22:54";"10-04-2016 22:54"
04-10-2016;Mr.;Jack;Eastwood;21;Jack_Eastwood@gmail.com;0;0;1;1;0;1;1;0;"10-04-2016 19:41";"10-04-2016 19:41"
04-10-2016;Mr.;Bill;Smith;16;Bill_Smith@gmail.com;0;0;0;1;1;0;0;0;"10-04-2016 19:14";"10-04-2016 19:14"
04-10-2016;Mr.;Andrew;Gordon;16;Andrew_Gordon@gmail.com;1;0;1;0;0;1;1;1;"10-04-2016 18:54";"10-04-2016 18:54"
04-10-2016;;William;Smith;0;William_Smith@gmail.com;1;1;0;1;0;0;0;1;"10-04-2016 18:41";"10-04-2016 18:41"
04-10-2016;Mr.;Bill;Doe;18;Bill_Doe@gmail.com;0;0;0;0;0;1;0;0;"10-04-2016 17:41";"10-04-2016 17:41"
04-10-2016;Mr.;Bill;Eastwood;54;Bill_Eastwood@gmail.com;1;1;1;0;1;0;1;1;"10-04-2016 17:14";"10-04-2016 17:14"
04-10-2016;;Jack;Dent;0;Jack_Dent@gmail.com;1;0;1;0;1;0;1;1;"10-04-2016 17:09";"10-04-2016 17:09"
04-10-2016;Dr.;Sam;Peterson;60;Sam_Peterson@gmail.com;1;0;1;1;0;0;0;1;"10-04-2016 17:09";"10-04-2016 17:09"
04-10-2016;;Bill;Dent;18;Bill_Dent@gmail.com;0;0;1;1;1;0;0;1;"10-04-2016 17:09";"10-04-2016 17:09"
04-10-2016;Dr.;William;Eastwood;54;William_Eastwood@gmail.com;1;0;1;0;0;1;0;1;"10-04-2016 16:54";"10-04-2016 16:54"
04-10-2016;;Bill;Eastwood;54;Bill_Eastwood@gmail.com;1;1;0;0;0;0;0;0;"10-04-2016 16:14";"10-04-2016 16:14"
04-10-2016;;Jack;Eastwood;18;Jack_Eastwood@gmail.com;1;0;1;1;0;0;1;0;"10-04-2016 12:09";"10-04-2016 12:09"
04-10-2016;;Bill;Walker;21;Bill_Walker@gmail.com;0;1;1;1;0;0;1;1;"10-04-2016 12:09";"10-04-2016 12:09"
04-10-2016;Mr.;Sam;Gordon;0;Sam_Gordon@gmail.com;0;1;0;1;0;0;0;0;"10-04-2016 11:28";"10-04-2016 11:28"
04-10-2016;;Andrew;Gordon;60;Andrew_Gordon@gmail.com;0;1;0;1;0;0;0;0;"10-04-2016 11:05";"10-04-2016 11:05"
04-10-2016;;Jim;Peterson;60;Jim_Peterson@gmail.com;0;0;1;0;0;0;0;0;"10-04-2016 10:05";"10-04-2016 10:05"
04-10-2016;Dr.;Andrew;Eastwood;0;Andrew_Eastwood@gmail.com;0;0;0;1;1;0;0;0;"10-04-2016 09:05";"10-04-2016 09:05"
04-10-2016;;George;Walker;87;George_Walker@gmail.com;0;1;1;0;0;1;1;0;"10-04-2016 05:18";"10-04-2016 05:18"
04-10-2016;Dr.;Andrew;Jackson;21;Andrew_Jackson@gmail.com;0;0;1;0;1;1;0;0;"10-04-2016 05:05";"10-04-2016 05:05"
04-10-2016;;Roger;Gordon;35;Roger_Gordon@gmail.com;0;1;1;1;1;1;0;0;"10-04-2016 04:18";"10-04-2016 04:18"
04-10-2016;Mr.;Andrew;Eastwood;16;Andrew_Eastwood@gmail.com;1;1;1;1;0;1;1;1;"10-04-2016 04:05";"10-04-2016 04:05"
04-10-2016;Mr.;Sam;Doe;87;Sam_Doe@gmail.com;0;0;0;0;0;0;0;0;"10-04-2016 03:18";"10-04-2016 03:18"
04-10-2016;Dr.;Roger;Smith;25;Roger_Smith@gmail.com;0;1;0;0;0;0;0;0;"10-04-2016 02:30";"10-04-2016 02:30"
04-10-2016;Mr.;George;Walker;16;George_Walker@gmail.com;0;1;0;1;1;0;0;1;"10-04-2016 02:05";"10-04-2016 02:05"
04-10-2016;Dr.;Jim;Clinton;21;Jim_Clinton@gmail.com;0;0;1;0;1;0;1;1;"10-04-2016 00:30";"10-04-2016 00:30"
04-10-2016;Dr.;Jim;Dent;25;Jim_Dent@gmail.com;1;0;1;0;0;0;0;0;"10-04-2016 00:30";"10-04-2016 00:30"
04-10-2016;Mr.;Sam;Dent;21;Sam_Dent@gmail.com;1;0;1;1;0;1;0;1;"10-04-2016 00:30";"10-04-2016 00:30"
04-10-2016;Dr.;John;Walker;0;John_Walker@gmail.com;0;1;1;0;1;0;1;0;"10-04-2016 00:01";"10-04-2016 00:01"
04-10-2016;Dr.;Bill;Peterson;21;Bill_Peterson@gmail.com;0;1;1;1;1;1;0;1;"09-04-2016 22:01";"09-04-2016 22:01"
04-10-2016;Dr.;Roger;Clinton;18;Roger_Clinton@gmail.com;0;1;1;0;0;1;0;1;"09-04-2016 21:18";"09-04-2016 21:18"
04-10-2016;;Tom;Clinton;25;Tom_Clinton@gmail.com;0;1;0;0;0;0;1;1;"09-04-2016 21:17";"09-04-2016 21:17"
04-10-2016;Mr.;Tom;Jackson;18;Tom_Jackson@gmail.com;0;1;1;0;1;0;1;1;"09-04-2016 21:01";"09-04-2016 21:01"
04-10-2016;;Jim;Smith;35;Jim_Smith@gmail.com;0;1;0;1;0;0;1;1;"09-04-2016 20:30";"09-04-2016 20:30"
04-10-2016;Mr.;John;Jackson;18;John_Jackson@gmail.com;1;0;1;1;0;1;0;1;"09-04-2016 20:30";"09-04-2016 20:30"
04-10-2016;Dr.;John;Smith;0;John_Smith@gmail.com;0;0;1;0;0;1;0;1;"09-04-2016 19:30";"09-04-2016 19:30"
04-10-2016;;Roger;Dent;54;Roger_Dent@gmail.com;0;0;1;1;1;1;0;1;"09-04-2016 19:30";"09-04-2016 19:30"
04-10-2016;Mr.;Sam;Smith;60;Sam_Smith@gmail.com;0;0;1;0;1;0;1;0;"09-04-2016 19:01";"09-04-2016 19:01"
04-10-2016;;Sam;Peterson;60;Sam_Peterson@gmail.com;0;0;0;0;0;0;0;1;"09-04-2016 19:01";"09-04-2016 19:01"
04-10-2016;Dr.;Andrew;Gordon;0;Andrew_Gordon@gmail.com;0;0;1;1;0;1;1;0;"09-04-2016 17:01";"09-04-2016 17:01"
04-10-2016;Mr.;Sam;Eastwood;0;Sam_Eastwood@gmail.com;1;1;1;0;0;1;1;1;"09-04-2016 15:01";"09-04-2016 15:01"
04-10-2016;;John;Eastwood;25;John_Eastwood@gmail.com;0;1;0;0;0;0;0;1;"09-04-2016 14:20";"09-04-2016 14:20"
04-10-2016;Dr.;William;Jackson;21;William_Jackson@gmail.com;1;0;0;1;0;1;0;1;"09-04-2016 11:20";"09-04-2016 11:20"
04-10-2016;Mr.;Andrew;Doe;21;Andrew_Doe@gmail.com;0;1;0;1;0;0;1;0;"09-04-2016 11:18";"09-04-2016 11:18"
04-10-2016;Mr.;John;Smith;5;John_Smith@gmail.com;0;1;1;0;1;0;1;0;"09-04-2016 09:20";"09-04-2016 09:20"
04-10-2016;;Jim;Dent;5;Jim_Dent@gmail.com;0;0;0;1;0;1;0;0;"09-04-2016 08:20";"09-04-2016 08:20"
04-10-2016;Mr.;George;Walker;21;George_Walker@gmail.com;0;1;0;0;0;1;0;0;"09-04-2016 04:51";"09-04-2016 04:51"
04-10-2016;;Sam;Clinton;35;Sam_Clinton@gmail.com;1;0;1;1;1;0;1;0;"09-04-2016 00:51";"09-04-2016 00:51"
04-10-2016;;Sam;Eastwood;0;Sam_Eastwood@gmail.com;1;1;1;1;0;1;1;0;"08-04-2016 22:51";"08-04-2016 22:51"
04-10-2016;Dr.;Jim;Dent;5;Jim_Dent@gmail.com;1;1;0;0;0;1;0;1;"08-04-2016 20:51";"08-04-2016 20:51"
04-10-2016;;John;Walker;35;John_Walker@gmail.com;0;1;0;0;0;0;1;0;"08-04-2016 20:06";"08-04-2016 20:06"
04-10-2016;Dr.;George;Burns;5;George_Burns@gmail.com;1;0;1;0;0;0;1;1;"08-04-2016 18:06";"08-04-2016 18:06"
04-10-2016;Mr.;Jim;Peterson;16;Jim_Peterson@gmail.com;0;1;0;1;0;0;0;0;"08-04-2016 16:06";"08-04-2016 16:06"
04-10-2016;;Roger;Smith;16;Roger_Smith@gmail.com;0;1;0;0;0;0;0;0;"08-04-2016 16:06";"08-04-2016 16:06"
04-10-2016;Dr.;John;Burns;5;John_Burns@gmail.com;0;1;0;1;1;0;1;1;"08-04-2016 16:06";"08-04-2016 16:06"
04-10-2016;;Andrew;Doe;5;Andrew_Doe@gmail.com;0;0;1;0;0;1;0;0;"08-04-2016 15:45";"08-04-2016 15:45"
04-10-2016;Dr.;Tom;Walker;87;Tom_Walker@gmail.com;1;0;1;1;0;0;0;0;"08-04-2016 13:06";"08-04-2016 13:06"
04-10-2016;Mr.;John;Smith;21;John_Smith@gmail.com;1;0;0;1;0;0;1;0;"08-04-2016 12:06";"08-04-2016 12:06"
04-10-2016;Dr.;Sam;Walker;87;Sam_Walker@gmail.com;0;1;1;0;0;0;0;0;"08-04-2016 11:45";"08-04-2016 11:45"
04-10-2016;;Jim;Gordon;21;Jim_Gordon@gmail.com;1;0;0;1;1;1;0;0;"08-04-2016 11:45";"08-04-2016 11:45"
04-10-2016;Dr.;Tom;Eastwood;18;Tom_Eastwood@gmail.com;1;1;1;0;0;1;0;1;"08-04-2016 10:38";"08-04-2016 10:38"
04-10-2016;Dr.;Sam;Doe;35;Sam_Doe@gmail.com;0;1;0;1;0;0;0;1;"08-04-2016 09:45";"08-04-2016 09:45"
04-10-2016;Dr.;Andrew;Jackson;0;Andrew_Jackson@gmail.com;0;1;0;0;1;1;0;1;"08-04-2016 09:38";"08-04-2016 09:38"
04-10-2016;;Tom;Peterson;5;Tom_Peterson@gmail.com;1;1;0;1;1;1;1;0;"08-04-2016 07:45";"08-04-2016 07:45"
04-10-2016;Dr.;George;Dent;54;George_Dent@gmail.com;1;0;1;1;0;1;1;1;"08-04-2016 04:38";"08-04-2016 04:38"
04-10-2016;Mr.;Jim;Doe;21;Jim_Doe@gmail.com;1;0;1;0;1;0;1;1;"08-04-2016 04:38";"08-04-2016 04:38"
04-10-2016;Dr.;William;Burns;16;William_Burns@gmail.com;0;0;0;0;1;0;0;0;"08-04-2016 01:38";"08-04-2016 01:38"
04-10-2016;Dr.;Roger;Clinton;0;Roger_Clinton@gmail.com;0;0;1;1;0;0;1;0;"08-04-2016 00:38";"08-04-2016 00:38"
04-10-2016;;Bill;Dent;25;Bill_Dent@gmail.com;1;0;1;1;1;1;1;1;"07-04-2016 11:37";"07-04-2016 11:37"
04-10-2016;Mr.;George;Smith;18;George_Smith@gmail.com;0;0;0;0;0;0;0;0;"07-04-2016 11:32";"07-04-2016 11:32"
04-10-2016;;Andrew;Peterson;0;Andrew_Peterson@gmail.com;0;0;0;0;0;0;0;0;"07-04-2016 08:32";"07-04-2016 08:32"
04-10-2016;;John;Eastwood;60;John_Eastwood@gmail.com;0;0;1;0;0;1;0;1;"07-04-2016 08:09";"07-04-2016 08:09"
04-10-2016;Dr.;Jim;Doe;0;Jim_Doe@gmail.com;0;1;0;0;0;0;0;0;"07-04-2016 08:09";"07-04-2016 08:09"
04-10-2016;Dr.;Tom;Burns;16;Tom_Burns@gmail.com;1;1;0;1;0;0;0;1;"07-04-2016 08:09";"07-04-2016 08:09"
04-10-2016;Dr.;Jim;Gordon;87;Jim_Gordon@gmail.com;1;1;0;1;0;1;1;0;"07-04-2016 07:09";"07-04-2016 07:09"
04-10-2016;Mr.;Roger;Smith;87;Roger_Smith@gmail.com;1;0;0;1;0;0;1;0;"07-04-2016 06:09";"07-04-2016 06:09"
04-10-2016;Mr.;John;Doe;25;John_Doe@gmail.com;1;0;0;0;0;0;1;1;"07-04-2016 04:37";"07-04-2016 04:37"
04-10-2016;;George;Dent;0;George_Dent@gmail.com;1;1;1;0;0;1;0;1;"07-04-2016 03:14";"07-04-2016 03:14"
04-10-2016;;Jack;Peterson;21;Jack_Peterson@gmail.com;0;0;0;1;1;1;1;1;"07-04-2016 02:14";"07-04-2016 02:14"
04-10-2016;Dr.;Sam;Burns;25;Sam_Burns@gmail.com;1;1;0;1;0;0;0;1;"07-04-2016 01:14";"07-04-2016 01:14"
04-10-2016;;George;Jackson;16;George_Jackson@gmail.com;1;0;0;1;1;1;1;0;"06-04-2016 23:14";"06-04-2016 23:14"
04-10-2016;Mr.;Jack;Eastwood;54;Jack_Eastwood@gmail.com;0;0;0;0;0;0;1;0;"06-04-2016 23:09";"06-04-2016 23:09"
04-10-2016;Mr.;George;Eastwood;18;George_Eastwood@gmail.com;1;0;1;0;0;0;1;1;"06-04-2016 21:09";"06-04-2016 21:09"
04-10-2016;;Bill;Doe;5;Bill_Doe@gmail.com;1;1;0;1;1;1;1;0;"06-04-2016 19:26";"06-04-2016 19:26"
04-10-2016;Dr.;Roger;Dent;5;Roger_Dent@gmail.com;0;0;0;1;0;0;0;0;"06-04-2016 19:14";"06-04-2016 19:14"
04-10-2016;Dr.;Andrew;Dent;60;Andrew_Dent@gmail.com;0;1;1;0;1;1;0;1;"06-04-2016 19:14";"06-04-2016 19:14"
04-10-2016;;John;Burns;21;John_Burns@gmail.com;0;0;0;1;1;1;1;1;"06-04-2016 18:14";"06-04-2016 18:14"
04-10-2016;Mr.;Jack;Walker;54;Jack_Walker@gmail.com;1;0;0;0;0;1;0;0;"06-04-2016 17:14";"06-04-2016 17:14"
04-10-2016;Mr.;John;Peterson;21;John_Peterson@gmail.com;0;0;1;0;0;0;0;0;"06-04-2016 16:58";"06-04-2016 16:58"
04-10-2016;Mr.;Sam;Eastwood;35;Sam_Eastwood@gmail.com;0;0;0;0;0;0;0;0;"06-04-2016 16:26";"06-04-2016 16:26"
04-10-2016;Dr.;Sam;Eastwood;25;Sam_Eastwood@gmail.com;0;1;1;0;1;1;1;1;"06-04-2016 16:14";"06-04-2016 16:14"
04-10-2016;Dr.;Jack;Dent;35;Jack_Dent@gmail.com;0;0;1;1;1;0;0;0;"06-04-2016 15:20";"06-04-2016 15:20"
04-10-2016;Mr.;Tom;Burns;18;Tom_Burns@gmail.com;0;0;0;1;1;0;0;1;"06-04-2016 14:16";"06-04-2016 14:16"
04-10-2016;Mr.;John;Eastwood;87;John_Eastwood@gmail.com;0;0;0;0;0;0;0;0;"06-04-2016 13:26";"06-04-2016 13:26"
04-10-2016;Mr.;John;Doe;54;John_Doe@gmail.com;1;1;1;0;0;1;0;1;"06-04-2016 12:58";"06-04-2016 12:58"
04-10-2016;Dr.;Sam;Walker;18;Sam_Walker@gmail.com;0;1;0;0;0;1;0;0;"06-04-2016 12:20";"06-04-2016 12:20"
04-10-2016;;Bill;Smith;87;Bill_Smith@gmail.com;0;1;0;0;0;0;0;0;"06-04-2016 11:58";"06-04-2016 11:58"
04-10-2016;;Bill;Gordon;0;Bill_Gordon@gmail.com;0;0;0;0;1;1;1;1;"06-04-2016 11:58";"06-04-2016 11:58"
04-10-2016;Dr.;Jack;Smith;54;Jack_Smith@gmail.com;0;1;1;0;1;0;1;0;"06-04-2016 11:26";"06-04-2016 11:26"
04-10-2016;Dr.;Bill;Clinton;60;Bill_Clinton@gmail.com;0;0;0;1;0;0;1;1;"06-04-2016 10:58";"06-04-2016 10:58"
04-10-2016;Mr.;Bill;Walker;5;Bill_Walker@gmail.com;0;0;0;0;0;0;0;0;"06-04-2016 10:58";"06-04-2016 10:58"
04-10-2016;;William;Burns;87;William_Burns@gmail.com;1;0;0;0;0;0;0;0;"06-04-2016 10:58";"06-04-2016 10:58"
04-10-2016;Mr.;Andrew;Peterson;0;Andrew_Peterson@gmail.com;0;0;0;0;0;1;0;0;"06-04-2016 10:32";"06-04-2016 10:32"
